screen,target_text,profile,status,raw_response,x_pred,y_pred,x_min,y_min,x_max,y_max,score,trials,trial_scores,parse_method,prompt_mode,tree_rows_sent
dialer,TUV,colorblind_deuteranomaly,co_present,"[540, 1605]",540,1605,507,1584,573,1628,1,1,1,bracket,vision,0
dialer,9,colorblind_deuteranomaly,co_present,"[892, 1553]",892,1553,869,1480,915,1584,1,1,1,bracket,vision,0
dialer,WXYZ,colorblind_deuteranomaly,co_present,"[892, 1604]",892,1604,846,1584,939,1628,1,1,1,bracket,vision,0
dialer,∗,colorblind_deuteranomaly,co_present,"[187, 1728]",187,1728,168,1668,206,1780,1,1,1,bracket,vision,0
dialer,0,colorblind_deuteranomaly,co_present,"[540, 1730]",540,1730,512,1672,567,1776,1,1,1,bracket,vision,0
dialer,+,colorblind_deuteranomaly,co_present,"[539, 1800]",539,1800,529,1776,549,1820,1,1,1,bracket,vision,0
dialer,#,colorblind_deuteranomaly,co_present,"[894, 1745]",894,1745,865,1672,921,1776,1,1,1,bracket,vision,0
dialer,Call,colorblind_deuteranomaly,co_present,"[540, 1945]",540,1945,414,1871,666,2018,1,1,1,bracket,vision,0
dialer,Home,colorblind_deuteranomaly,co_present,"[180, 2162]",180,2162,135,2161,224,2203,1,1,1,bracket,vision,0
dialer,Keypad,colorblind_deuteranomaly,co_present,"[540, 2191]",540,2191,481,2161,597,2203,1,1,1,bracket,vision,0
dialer,Voicemail,colorblind_deuteranomaly,co_present,"[899, 2162]",899,2162,826,2161,972,2203,1,1,1,bracket,vision,0
gmail,Primary,baseline,co_present,"[110, 251]",110,251,42,226,175,279,1,1,1,bracket,vision,0
gmail,Tap a sender image to select that conversation.,baseline,co_present,"[475, 400]",475,400,210,307,773,494,1,1,1,bracket,vision,0
gmail,Dismiss,baseline,co_present,"[900, 399]",900,399,786,330,1017,470,1,1,1,bracket,vision,0
gmail,Welcome to your new Inbox,baseline,co_present,"[351, 591]",351,591,63,559,1017,622,1,1,1,bracket,vision,0
gmail,Mail categories group messages of the same type for reading all at once. You can enable and disable categories in settings. Learn more,baseline,co_present,"[480, 716]",480,716,63,633,1017,799,1,1,1,bracket,vision,0
gmail,Social,baseline,co_present,"[235, 893]",235,893,179,864,909,924,1,1,1,bracket,vision,0
gmail,Promotions,baseline,co_present,"[284, 998]",284,998,179,969,909,1029,1,1,1,bracket,vision,0
gmail,OK,baseline,co_present,"[131, 1126]",131,1126,42,1063,221,1191,1,1,1,bracket,vision,0
gmail,Change categories,baseline,co_present,"[455, 1127]",455,1127,242,1063,666,1191,1,1,1,bracket,vision,0
gmail,", , , Anthropic, , Your secure link to Claude.ai is here | 2026-07-29 13:51:10, , Sign in to Claude.ai Click the button below to finish signing in. This link expires in 10 minutes. Sign in If you didn't request this email, you can safely ignore it. Need a hand? Contact Anthropic, , ,  at 1:51 PM",baseline,co_present,"[540, 1359]",540,1359,21,1235,1059,1482,1,1,1,bracket,vision,0
gmail,1:51 PM,baseline,co_present,"[963, 1307]",963,1307,890,1287,1017,1327,1,1,1,bracket,vision,0
gmail,Your secure link to Claude.ai is here | 2026-07-29 13:51:10,baseline,co_present,"[580, 1361]",580,1361,210,1338,933,1385,1,1,1,bracket,vision,0
gmail,", , , Anthropic, , Your secure link to Claude.ai is here | 2026-07-29 12:26:58, , Sign in to Claude.ai Click the button below to finish signing in. This link expires in 10 minutes. Sign in If you didn't request this email, you can safely ignore it. Need a hand? Contact Anthropic, , ,  at 12:26 PM",baseline,co_present,"[540, 1609]",540,1609,21,1486,1059,1733,1,1,1,bracket,vision,0
gmail,12:26 PM,baseline,co_present,"[953, 1559]",953,1559,869,1538,1017,1578,1,1,1,bracket,vision,0
gmail,Your secure link to Claude.ai is here | 2026-07-29 12:26:58,baseline,co_present,"[565, 1609]",565,1609,210,1589,933,1636,1,1,1,bracket,vision,0
gmail,"Unread, , , Claude Team, , Welcome to Claude Code, , Ship your first commit in 5 minutes. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏, , ,  on Jul 28",baseline,co_present,"[540, 1860]",540,1860,21,1737,1059,1984,1,1,1,bracket,vision,0
gmail,Claude Team,baseline,co_present,"[330, 1805]",330,1805,210,1779,861,1832,1,1,1,bracket,vision,0
gmail,Welcome to Claude Code,baseline,co_present,"[457, 1862]",457,1862,210,1840,933,1887,1,1,1,bracket,vision,0
gmail,Ship your first commit in 5 minutes. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,baseline,co_present,"[463, 1918]",463,1918,210,1895,933,1942,1,1,1,bracket,vision,0
gmail,", , , Anthropic, , Claude.ai의 보안 링크가 도착했습니다 | 2026-07-28 14:51:39, , Claude.ai에 로그인 아래 버튼을 클릭하여 로그인을 완료하세요. 이 링크는 10분 후에 만료됩니다. 로그인 이 이메일을 요청하지 않으셨다면 무시하셔도 됩니다. 도움이 필요하신가요? Anthropic 지원팀에 문의하세요. Anthropic, PBC 548 Market St, PMB 90375, San Francisco, CA 94104 도움말 · 개인정보, , ,  on Jul 28",baseline,co_present,"[540, 1359]",540,1359,21,1988,1059,2249,0,1,0,bracket,vision,0
gmail,Claude.ai의 보안 링크가 도착했습니다 | 2026-07-28 14:51:39,baseline,co_present,"[540, 1360]",540,1360,210,2091,933,2145,0,1,0,bracket,vision,0
gmail,"Claude.ai에 로그인 아래 버튼을 클릭하여 로그인을 완료하세요. 이 링크는 10분 후에 만료됩니다. 로그인 이 이메일을 요청하지 않으셨다면 무시하셔도 됩니다. 도움이 필요하신가요? Anthropic 지원팀에 문의하세요. Anthropic, PBC 548 Market St, PMB 90375, San Francisco, CA 94104 도움말 · 개인정보",baseline,co_present,"[540, 1359]",540,1359,210,2153,933,2207,0,1,0,bracket,vision,0
gmail,Compose,baseline,co_present,"[882, 1980]",882,1980,662,1904,1017,2051,1,1,1,bracket,vision,0
gmail,Primary,elder_text_heavy,co_present,"[140, 252]",140,252,42,214,236,291,1,1,1,bracket,vision,0
gmail,Tap a sender image to select that conversation.,elder_text_heavy,co_present,"[448, 456]",448,456,210,307,729,606,1,1,1,bracket,vision,0
gmail,Dismiss,elder_text_heavy,co_present,"[881, 455]",881,455,742,374,1017,539,1,1,1,bracket,vision,0
gmail,Welcome to your new Inbox,elder_text_heavy,co_present,"[429, 711]",429,711,63,671,1017,757,1,1,1,bracket,vision,0
gmail,Mail categories group messages of the same type for reading all at once. You can enable and disable categories in settings. Learn more,elder_text_heavy,co_present,"[535, 921]",535,921,63,768,1017,1074,1,1,1,bracket,vision,0
gmail,Social,elder_text_heavy,co_present,"[258, 1167]",258,1167,179,1126,909,1213,1,1,1,bracket,vision,0
gmail,Promotions,elder_text_heavy,co_present,"[328, 1272]",328,1272,179,1231,909,1318,1,1,1,bracket,vision,0
gmail,OK,elder_text_heavy,co_present,"[132, 1414]",132,1414,42,1338,221,1491,1,1,1,bracket,vision,0
gmail,Change categories,elder_text_heavy,co_present,"[533, 1415]",533,1415,242,1338,822,1491,1,1,1,bracket,vision,0
gmail,", , , Anthropic, , Your secure link to Claude.ai is here | 2026-07-29 13:51:10, , Sign in to Claude.ai Click the button below to finish signing in. This link expires in 10 minutes. Sign in If you didn't request this email, you can safely ignore it. Need a hand? Contact Anthropic, , ,  at 1:51 PM",elder_text_heavy,co_present,"[540, 1686]",540,1686,21,1535,1059,1840,1,1,1,bracket,vision,0
gmail,1:51 PM,elder_text_heavy,co_present,"[943, 1616]",943,1616,850,1589,1017,1645,1,1,1,bracket,vision,0
gmail,Your secure link to Claude.ai is here | 2026-07-29 13:51:10,elder_text_heavy,co_present,"[566, 1688]",566,1688,210,1656,933,1723,1,1,1,bracket,vision,0
gmail,", , , Anthropic, , Your secure link to Claude.ai is here | 2026-07-29 12:26:58, , Sign in to Claude.ai Click the button below to finish signing in. This link expires in 10 minutes. Sign in If you didn't request this email, you can safely ignore it. Need a hand? Contact Anthropic, , ,  at 12:26 PM",elder_text_heavy,co_present,"[540, 1687]",540,1687,21,1844,1059,2149,0,1,0,bracket,vision,0
gmail,12:26 PM,elder_text_heavy,co_present,"[941, 1921]",941,1921,821,1898,1017,1954,1,1,1,bracket,vision,0
gmail,Your secure link to Claude.ai is here | 2026-07-29 12:26:58,elder_text_heavy,co_present,"[566, 1687]",566,1687,210,1965,933,2032,0,1,0,bracket,vision,0
gmail,"Unread, , , Claude Team, , Welcome to Claude Code, , Ship your first commit in 5 minutes. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏, , ,  on Jul 28",elder_text_heavy,co_present,"[540, 1700]",540,1700,21,2153,1059,2282,0,1,0,bracket,vision,0
gmail,Claude Team,elder_text_heavy,co_present,"[335, 1610]",335,1610,210,2195,828,2266,0,1,0,bracket,vision,0
gmail,Welcome to Claude Code,elder_text_heavy,off_screen,,,,,,,,,0,,,vision,0
gmail,Ship your first commit in 5 minutes. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,elder_text_heavy,off_screen,,,,,,,,,0,,,vision,0
gmail,", , , Anthropic, , Claude.ai의 보안 링크가 도착했습니다 | 2026-07-28 14:51:39, , Claude.ai에 로그인 아래 버튼을 클릭하여 로그인을 완료하세요. 이 링크는 10분 후에 만료됩니다. 로그인 이 이메일을 요청하지 않으셨다면 무시하셔도 됩니다. 도움이 필요하신가요? Anthropic 지원팀에 문의하세요. Anthropic, PBC 548 Market St, PMB 90375, San Francisco, CA 94104 도움말 · 개인정보, , ,  on Jul 28",elder_text_heavy,off_screen,,,,,,,,,0,,,vision,0
gmail,Claude.ai의 보안 링크가 도착했습니다 | 2026-07-28 14:51:39,elder_text_heavy,off_screen,,,,,,,,,0,,,vision,0
gmail,"Claude.ai에 로그인 아래 버튼을 클릭하여 로그인을 완료하세요. 이 링크는 10분 후에 만료됩니다. 로그인 이 이메일을 요청하지 않으셨다면 무시하셔도 됩니다. 도움이 필요하신가요? Anthropic 지원팀에 문의하세요. Anthropic, PBC 548 Market St, PMB 90375, San Francisco, CA 94104 도움말 · 개인정보",elder_text_heavy,off_screen,,,,,,,,,0,,,vision,0
gmail,Compose,elder_text_heavy,co_present,"[850, 1976]",850,1976,594,1898,1017,2051,1,1,1,bracket,vision,0
gmail,Primary,elder_zoom_heavy,co_present,"[108, 288]",108,288,48,258,201,318,1,1,1,bracket,vision,0
gmail,Tap a sender image to select that conversation.,elder_zoom_heavy,co_present,"[476, 463]",476,463,240,351,729,564,1,1,1,bracket,vision,0
gmail,Dismiss,elder_zoom_heavy,co_present,"[878, 456]",878,456,744,378,1008,537,1,1,1,bracket,vision,0
gmail,Welcome to your new Inbox,elder_zoom_heavy,co_present,"[381, 673]",381,673,72,639,1008,711,1,1,1,bracket,vision,0
gmail,Mail categories group messages of the same type for reading all at once. You can enable and disable categories in settings. Learn more,elder_zoom_heavy,co_present,"[472, 817]",472,817,72,723,1008,911,1,1,1,bracket,vision,0
gmail,Social,elder_zoom_heavy,co_present,"[267, 1017]",267,1017,204,985,885,1052,1,1,1,bracket,vision,0
gmail,Promotions,elder_zoom_heavy,co_present,"[322, 1138]",322,1138,204,1105,885,1172,1,1,1,bracket,vision,0
gmail,OK,elder_zoom_heavy,co_present,"[151, 1284]",151,1284,48,1211,252,1358,1,1,1,bracket,vision,0
gmail,Change categories,elder_zoom_heavy,co_present,"[517, 1285]",517,1285,276,1211,758,1358,1,1,1,bracket,vision,0
gmail,", , , Anthropic, , Your secure link to Claude.ai is here | 2026-07-29 13:51:10, , Sign in to Claude.ai Click the button below to finish signing in. This link expires in 10 minutes. Sign in If you didn't request this email, you can safely ignore it. Need a hand? Contact Anthropic, , ,  at 1:51 PM",elder_zoom_heavy,co_present,"[540, 1550]",540,1550,24,1409,1056,1689,1,1,1,bracket,vision,0
gmail,1:51 PM,elder_zoom_heavy,co_present,"[948, 1490]",948,1490,864,1468,1008,1513,1,1,1,bracket,vision,0
gmail,Your secure link to Claude.ai is here | 2026-07-29 13:51:10,elder_zoom_heavy,co_present,"[540, 1550]",540,1550,240,1526,912,1579,1,1,1,bracket,vision,0
gmail,", , , Anthropic, , Your secure link to Claude.ai is here | 2026-07-29 12:26:58, , Sign in to Claude.ai Click the button below to finish signing in. This link expires in 10 minutes. Sign in If you didn't request this email, you can safely ignore it. Need a hand? Contact Anthropic, , ,  at 12:26 PM",elder_zoom_heavy,co_present,"[540, 1837]",540,1837,24,1695,1056,1975,1,1,1,bracket,vision,0
gmail,12:26 PM,elder_zoom_heavy,co_present,"[936, 1776]",936,1776,841,1754,1008,1799,1,1,1,bracket,vision,0
gmail,Your secure link to Claude.ai is here | 2026-07-29 12:26:58,elder_zoom_heavy,co_present,"[540, 1843]",540,1843,240,1812,912,1865,1,1,1,bracket,vision,0
gmail,"Unread, , , Claude Team, , Welcome to Claude Code, , Ship your first commit in 5 minutes. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏, , ,  on Jul 28",elder_zoom_heavy,co_present,"[540, 2089]",540,2089,24,1981,1056,2261,1,1,1,bracket,vision,0
gmail,Claude Team,elder_zoom_heavy,co_present,"[394, 2064]",394,2064,240,2029,833,2089,1,1,1,bracket,vision,0
gmail,Welcome to Claude Code,elder_zoom_heavy,co_present,"[540, 2085]",540,2085,240,2098,912,2151,1,1,1,bracket,vision,0
gmail,Ship your first commit in 5 minutes. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,elder_zoom_heavy,co_present,"[540, 2170]",540,2170,240,2160,912,2213,1,1,1,bracket,vision,0
gmail,", , , Anthropic, , Claude.ai의 보안 링크가 도착했습니다 | 2026-07-28 14:51:39, , Claude.ai에 로그인 아래 버튼을 클릭하여 로그인을 완료하세요. 이 링크는 10분 후에 만료됩니다. 로그인 이 이메일을 요청하지 않으셨다면 무시하셔도 됩니다. 도움이 필요하신가요? Anthropic 지원팀에 문의하세요. Anthropic, PBC 548 Market St, PMB 90375, San Francisco, CA 94104 도움말 · 개인정보, , ,  on Jul 28",elder_zoom_heavy,off_screen,,,,,,,,,0,,,vision,0
gmail,Claude.ai의 보안 링크가 도착했습니다 | 2026-07-28 14:51:39,elder_zoom_heavy,off_screen,,,,,,,,,0,,,vision,0
gmail,"Claude.ai에 로그인 아래 버튼을 클릭하여 로그인을 완료하세요. 이 링크는 10분 후에 만료됩니다. 로그인 이 이메일을 요청하지 않으셨다면 무시하셔도 됩니다. 도움이 필요하신가요? Anthropic 지원팀에 문의하세요. Anthropic, PBC 548 Market St, PMB 90375, San Francisco, CA 94104 도움말 · 개인정보",elder_zoom_heavy,off_screen,,,,,,,,,0,,,vision,0
gmail,Compose,elder_zoom_heavy,co_present,"[850, 1920]",850,1920,600,1836,1008,2004,1,1,1,bracket,vision,0
gmail,Primary,elder_combo_max,co_present,"[156, 310]",156,310,52,259,323,365,1,1,1,bracket,vision,0
gmail,Tap a sender image to select that conversation.,elder_combo_max,co_present,"[444, 768]",444,768,260,380,621,1055,1,1,1,bracket,vision,0
gmail,Dismiss,elder_combo_max,co_present,"[818, 714]",818,714,637,610,1002,825,1,1,1,bracket,vision,0
gmail,Welcome to your new Inbox,elder_combo_max,co_present,"[466, 1238]",466,1238,78,1136,1002,1350,1,1,1,bracket,vision,0
gmail,Mail categories group messages of the same type for reading all at once. You can enable and disable categories in settings. Learn more,elder_combo_max,co_present,"[539, 1679]",539,1679,78,1363,1002,1984,1,1,1,bracket,vision,0
gmail,Social,elder_combo_max,co_present,"[414, 312]",414,312,221,2042,869,2160,0,1,0,bracket,vision,0
gmail,Promotions,elder_combo_max,co_present,"[91, 103]",91,103,221,2172,869,2255,0,1,0,bracket,vision,0
gmail,OK,elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,Change categories,elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,", , , Anthropic, , Your secure link to Claude.ai is here | 2026-07-29 13:51:10, , Sign in to Claude.ai Click the button below to finish signing in. This link expires in 10 minutes. Sign in If you didn't request this email, you can safely ignore it. Need a hand? Contact Anthropic, , ,  at 1:51 PM",elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,1:51 PM,elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,Your secure link to Claude.ai is here | 2026-07-29 13:51:10,elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,", , , Anthropic, , Your secure link to Claude.ai is here | 2026-07-29 12:26:58, , Sign in to Claude.ai Click the button below to finish signing in. This link expires in 10 minutes. Sign in If you didn't request this email, you can safely ignore it. Need a hand? Contact Anthropic, , ,  at 12:26 PM",elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,12:26 PM,elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,Your secure link to Claude.ai is here | 2026-07-29 12:26:58,elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,"Unread, , , Claude Team, , Welcome to Claude Code, , Ship your first commit in 5 minutes. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏, , ,  on Jul 28",elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,Claude Team,elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,Welcome to Claude Code,elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,Ship your first commit in 5 minutes. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,", , , Anthropic, , Claude.ai의 보안 링크가 도착했습니다 | 2026-07-28 14:51:39, , Claude.ai에 로그인 아래 버튼을 클릭하여 로그인을 완료하세요. 이 링크는 10분 후에 만료됩니다. 로그인 이 이메일을 요청하지 않으셨다면 무시하셔도 됩니다. 도움이 필요하신가요? Anthropic 지원팀에 문의하세요. Anthropic, PBC 548 Market St, PMB 90375, San Francisco, CA 94104 도움말 · 개인정보, , ,  on Jul 28",elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,Claude.ai의 보안 링크가 도착했습니다 | 2026-07-28 14:51:39,elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,"Claude.ai에 로그인 아래 버튼을 클릭하여 로그인을 완료하세요. 이 링크는 10분 후에 만료됩니다. 로그인 이 이메일을 요청하지 않으셨다면 무시하셔도 됩니다. 도움이 필요하신가요? Anthropic 지원팀에 문의하세요. Anthropic, PBC 548 Market St, PMB 90375, San Francisco, CA 94104 도움말 · 개인정보",elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
gmail,Compose,elder_combo_max,co_present,"[777, 1868]",777,1868,446,1770,1002,1969,1,1,1,bracket,vision,0
gmail,Primary,elder_combo_mid,co_present,"[122, 287]",122,287,48,241,290,336,1,1,1,bracket,vision,0
gmail,Tap a sender image to select that conversation.,elder_combo_mid,co_present,"[443, 574]",443,574,240,351,665,795,1,1,1,bracket,vision,0
gmail,Dismiss,elder_combo_mid,co_present,"[844, 570]",844,570,680,475,1008,670,1,1,1,bracket,vision,0
gmail,Welcome to your new Inbox,elder_combo_mid,co_present,"[517, 917]",517,917,72,870,1008,973,1,1,1,bracket,vision,0
gmail,Mail categories group messages of the same type for reading all at once. You can enable and disable categories in settings. Learn more,elder_combo_mid,co_present,"[530, 1217]",530,1217,72,985,1008,1452,1,1,1,bracket,vision,0
gmail,Social,elder_combo_mid,co_present,"[303, 1557]",303,1557,204,1507,885,1612,1,1,1,bracket,vision,0
gmail,Promotions,elder_combo_mid,co_present,"[388, 1676]",388,1676,204,1627,885,1732,1,1,1,bracket,vision,0
gmail,OK,elder_combo_mid,co_present,"[149, 1842]",149,1842,48,1752,252,1935,1,1,1,bracket,vision,0
gmail,Change categories,elder_combo_mid,co_present,"[540, 1841]",540,1841,276,1752,978,1935,1,1,1,bracket,vision,0
gmail,", , , Anthropic, , Your secure link to Claude.ai is here | 2026-07-29 13:51:10, , Sign in to Claude.ai Click the button below to finish signing in. This link expires in 10 minutes. Sign in If you didn't request this email, you can safely ignore it. Need a hand? Contact Anthropic, , ,  at 1:51 PM",elder_combo_mid,co_present,"[540, 2070]",540,2070,24,1986,1056,2268,1,1,1,bracket,vision,0
gmail,1:51 PM,elder_combo_mid,co_present,"[68, 44]",68,44,804,2049,1008,2116,0,1,0,bracket,vision,0
gmail,Your secure link to Claude.ai is here | 2026-07-29 13:51:10,elder_combo_mid,co_present,"[540, 2110]",540,2110,240,2130,912,2213,0,1,0,bracket,vision,0
gmail,", , , Anthropic, , Your secure link to Claude.ai is here | 2026-07-29 12:26:58, , Sign in to Claude.ai Click the button below to finish signing in. This link expires in 10 minutes. Sign in If you didn't request this email, you can safely ignore it. Need a hand? Contact Anthropic, , ,  at 12:26 PM",elder_combo_mid,off_screen,,,,,,,,,0,,,vision,0
gmail,12:26 PM,elder_combo_mid,off_screen,,,,,,,,,0,,,vision,0
gmail,Your secure link to Claude.ai is here | 2026-07-29 12:26:58,elder_combo_mid,off_screen,,,,,,,,,0,,,vision,0
gmail,"Unread, , , Claude Team, , Welcome to Claude Code, , Ship your first commit in 5 minutes. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏, , ,  on Jul 28",elder_combo_mid,off_screen,,,,,,,,,0,,,vision,0
gmail,Claude Team,elder_combo_mid,off_screen,,,,,,,,,0,,,vision,0
gmail,Welcome to Claude Code,elder_combo_mid,off_screen,,,,,,,,,0,,,vision,0
gmail,Ship your first commit in 5 minutes. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,elder_combo_mid,off_screen,,,,,,,,,0,,,vision,0
gmail,", , , Anthropic, , Claude.ai의 보안 링크가 도착했습니다 | 2026-07-28 14:51:39, , Claude.ai에 로그인 아래 버튼을 클릭하여 로그인을 완료하세요. 이 링크는 10분 후에 만료됩니다. 로그인 이 이메일을 요청하지 않으셨다면 무시하셔도 됩니다. 도움이 필요하신가요? Anthropic 지원팀에 문의하세요. Anthropic, PBC 548 Market St, PMB 90375, San Francisco, CA 94104 도움말 · 개인정보, , ,  on Jul 28",elder_combo_mid,off_screen,,,,,,,,,0,,,vision,0
